hour_of_year,timestamp,date,month,weekday,weekday_number,hour,equivalent_day,dtu_profile_value,load_mw,energy_mwh,cumulative_energy_mwh,source_method
2051,2023-03-27 10:00:00,2023-03-27,3,Monday,1,10,15,92.86165349999997,39.20500344660565,39.20500344660565,67334.72164513775,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2052,2023-03-27 11:00:00,2023-03-27,3,Monday,1,11,15,91.92365699999998,38.808993310781354,38.808993310781354,67373.53063844853,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2053,2023-03-27 12:00:00,2023-03-27,3,Monday,1,12,15,90.04766399999998,38.01697303913276,38.01697303913276,67411.54761148767,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2054,2023-03-27 13:00:00,2023-03-27,3,Monday,1,13,15,86.29567799999998,36.43293249583556,36.43293249583556,67447.9805439835,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2055,2023-03-27 14:00:00,2023-03-27,3,Monday,1,14,15,83.48168849999999,35.244902088362664,35.244902088362664,67483.22544607187,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2056,2023-03-27 15:00:00,2023-03-27,3,Monday,1,15,15,81.60569549999998,34.45288181671406,34.45288181671406,67517.67832788859,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2057,2023-03-27 16:00:00,2023-03-27,3,Monday,1,16,15,84.41968499999999,35.64091222418696,35.64091222418696,67553.31924011277,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2058,2023-03-27 17:00:00,2023-03-27,3,Monday,1,17,15,89.10966749999999,37.62096290330846,37.62096290330846,67590.94020301609,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2059,2023-03-27 18:00:00,2023-03-27,3,Monday,1,18,15,92.86165349999997,39.20500344660565,39.20500344660565,67630.1452064627,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2060,2023-03-27 19:00:00,2023-03-27,3,Monday,1,19,15,93.79964999999999,39.60101358242996,39.60101358242996,67669.74622004513,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2061,2023-03-27 20:00:00,2023-03-27,3,Monday,1,20,15,92.86165349999997,39.20500344660565,39.20500344660565,67708.95122349173,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2062,2023-03-27 21:00:00,2023-03-27,3,Monday,1,21,15,90.98566049999998,38.412983174957056,38.412983174957056,67747.3642066667,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2063,2023-03-27 22:00:00,2023-03-27,3,Monday,1,22,15,84.41968499999999,35.64091222418696,35.64091222418696,67783.00511889088,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2064,2023-03-27 23:00:00,2023-03-27,3,Monday,1,23,15,87.23367449999999,36.828942631659864,36.828942631659864,67819.83406152255,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2065,2023-03-28 00:00:00,2023-03-28,3,Tuesday,2,0,16,84.00744449999999,35.466869553028516,35.466869553028516,67855.30093107557,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2066,2023-03-28 01:00:00,2023-03-28,3,Tuesday,2,1,16,84.00744449999999,35.466869553028516,35.466869553028516,67890.7678006286,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2067,2023-03-28 02:00:00,2023-03-28,3,Tuesday,2,2,16,82.053783,34.64205863319064,34.64205863319064,67925.4098592618,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2068,2023-03-28 03:00:00,2023-03-28,3,Tuesday,2,3,16,81.07695224999999,34.22965317327171,34.22965317327171,67959.63951243507,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2069,2023-03-28 04:00:00,2023-03-28,3,Tuesday,2,4,16,82.053783,34.64205863319064,34.64205863319064,67994.28157106826,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2070,2023-03-28 05:00:00,2023-03-28,3,Tuesday,2,5,16,82.053783,34.64205863319064,34.64205863319064,68028.92362970146,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2071,2023-03-28 06:00:00,2023-03-28,3,Tuesday,2,6,16,84.98427525,35.879275012947446,35.879275012947446,68064.80290471441,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2072,2023-03-28 07:00:00,2023-03-28,3,Tuesday,2,7,16,87.9147675,37.11649139270426,37.11649139270426,68101.91939610711,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2073,2023-03-28 08:00:00,2023-03-28,3,Tuesday,2,8,16,92.79892124999999,39.178518692298944,39.178518692298944,68141.09791479941,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2074,2023-03-28 09:00:00,2023-03-28,3,Tuesday,2,9,16,95.72941349999999,40.41573507205575,40.41573507205575,68181.51364987146,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2075,2023-03-28 10:00:00,2023-03-28,3,Tuesday,2,10,16,96.70624424999998,40.828140531974675,40.828140531974675,68222.34179040343,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2076,2023-03-28 11:00:00,2023-03-28,3,Tuesday,2,11,16,95.72941349999999,40.41573507205575,40.41573507205575,68262.75752547548,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2077,2023-03-28 12:00:00,2023-03-28,3,Tuesday,2,12,16,93.775752,39.59092415221788,39.59092415221788,68302.3484496277,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2078,2023-03-28 13:00:00,2023-03-28,3,Tuesday,2,13,16,89.86842899999999,37.94130231254213,37.94130231254213,68340.28975194023,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2079,2023-03-28 14:00:00,2023-03-28,3,Tuesday,2,14,16,86.93793674999999,36.70408593278532,36.70408593278532,68376.99383787301,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2080,2023-03-28 15:00:00,2023-03-28,3,Tuesday,2,15,16,84.98427525,35.879275012947446,35.879275012947446,68412.87311288597,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2081,2023-03-28 16:00:00,2023-03-28,3,Tuesday,2,16,16,87.9147675,37.11649139270426,37.11649139270426,68449.98960427867,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2082,2023-03-28 17:00:00,2023-03-28,3,Tuesday,2,17,16,92.79892124999999,39.178518692298944,39.178518692298944,68489.16812297096,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2083,2023-03-28 18:00:00,2023-03-28,3,Tuesday,2,18,16,96.70624424999998,40.828140531974675,40.828140531974675,68529.99626350294,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2084,2023-03-28 19:00:00,2023-03-28,3,Tuesday,2,19,16,97.68307499999999,41.24054599189362,41.24054599189362,68571.23680949483,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2085,2023-03-28 20:00:00,2023-03-28,3,Tuesday,2,20,16,96.70624424999998,40.828140531974675,40.828140531974675,68612.0649500268,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2086,2023-03-28 21:00:00,2023-03-28,3,Tuesday,2,21,16,94.75258274999999,40.00332961213681,40.00332961213681,68652.06827963894,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2087,2023-03-28 22:00:00,2023-03-28,3,Tuesday,2,22,16,87.9147675,37.11649139270426,37.11649139270426,68689.18477103165,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2088,2023-03-28 23:00:00,2023-03-28,3,Tuesday,2,23,16,90.84525975,38.35370777246107,38.35370777246107,68727.53847880411,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2089,2023-03-29 00:00:00,2023-03-29,3,Wednesday,3,0,17,81.866582,34.56302476319598,34.56302476319598,68762.1015035673,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2090,2023-03-29 01:00:00,2023-03-29,3,Wednesday,3,1,17,81.866582,34.56302476319598,34.56302476319598,68796.6645283305,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2091,2023-03-29 02:00:00,2023-03-29,3,Wednesday,3,2,17,79.96270799999999,33.75923348963329,33.75923348963329,68830.42376182013,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2092,2023-03-29 03:00:00,2023-03-29,3,Wednesday,3,3,17,79.01077099999999,33.35733785285194,33.35733785285194,68863.78109967298,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2093,2023-03-29 04:00:00,2023-03-29,3,Wednesday,3,4,17,79.96270799999999,33.75923348963329,33.75923348963329,68897.54033316261,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2094,2023-03-29 05:00:00,2023-03-29,3,Wednesday,3,5,17,79.96270799999999,33.75923348963329,33.75923348963329,68931.29956665225,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2095,2023-03-29 06:00:00,2023-03-29,3,Wednesday,3,6,17,82.818519,34.96492039997734,34.96492039997734,68966.26448705222,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2096,2023-03-29 07:00:00,2023-03-29,3,Wednesday,3,7,17,85.67433,36.17060731032138,36.17060731032138,69002.43509436255,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2097,2023-03-29 08:00:00,2023-03-29,3,Wednesday,3,8,17,90.43401499999999,38.18008549422812,38.18008549422812,69040.61517985677,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2098,2023-03-29 09:00:00,2023-03-29,3,Wednesday,3,9,17,93.28982599999999,39.385772404572165,39.385772404572165,69080.00095226134,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2099,2023-03-29 10:00:00,2023-03-29,3,Wednesday,3,10,17,94.24176299999999,39.78766804135352,39.78766804135352,69119.78862030269,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2100,2023-03-29 11:00:00,2023-03-29,3,Wednesday,3,11,17,93.28982599999999,39.385772404572165,39.385772404572165,69159.17439270725,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2101,2023-03-29 12:00:00,2023-03-29,3,Wednesday,3,12,17,91.38595199999999,38.58198113100947,38.58198113100947,69197.75637383826,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2102,2023-03-29 13:00:00,2023-03-29,3,Wednesday,3,13,17,87.57820399999999,36.974398583884074,36.974398583884074,69234.73077242215,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2103,2023-03-29 14:00:00,2023-03-29,3,Wednesday,3,14,17,84.722393,35.76871167354003,35.76871167354003,69270.4994840957,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2104,2023-03-29 15:00:00,2023-03-29,3,Wednesday,3,15,17,82.818519,34.96492039997734,34.96492039997734,69305.46440449567,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2105,2023-03-29 16:00:00,2023-03-29,3,Wednesday,3,16,17,85.67433,36.17060731032138,36.17060731032138,69341.63501180599,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2106,2023-03-29 17:00:00,2023-03-29,3,Wednesday,3,17,17,90.43401499999999,38.18008549422812,38.18008549422812,69379.81509730022,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2107,2023-03-29 18:00:00,2023-03-29,3,Wednesday,3,18,17,94.24176299999999,39.78766804135352,39.78766804135352,69419.60276534157,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2108,2023-03-29 19:00:00,2023-03-29,3,Wednesday,3,19,17,95.19369999999999,40.18956367813487,40.18956367813487,69459.7923290197,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2109,2023-03-29 20:00:00,2023-03-29,3,Wednesday,3,20,17,94.24176299999999,39.78766804135352,39.78766804135352,69499.57999706105,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2110,2023-03-29 21:00:00,2023-03-29,3,Wednesday,3,21,17,92.33788899999999,38.98387676779082,38.98387676779082,69538.56387382884,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2111,2023-03-29 22:00:00,2023-03-29,3,Wednesday,3,22,17,85.67433,36.17060731032138,36.17060731032138,69574.73448113917,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2112,2023-03-29 23:00:00,2023-03-29,3,Wednesday,3,23,17,88.53014099999999,37.37629422066542,37.37629422066542,69612.11077535983,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
2113,2023-03-30 00:00:00,2023-03-30,3,Thursday,4,0,18,85.63449999999999,36.153791593301236,36.153791593301236,69648.26456695313,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
